10,0.000005,119
100,0.000032,1199
1000,0.002393,11999
10000,0.197530,119999
100000,18.504662,1199999
111110,22.131460,1333319
10000,0.190339,119999
100000,18.779792,1199999
10000,0.190502,119999
10000,0.186442,119999
10000,0.193390,119999
10000,0.186655,119999
10000,0.192237,119999
10000,0.183400,119999
10000,0.191371,119999
10000,0.186869,119999
10000,0.194076,119999
10000,0.201541,119999
1000,0.002793,11999
1000,0.002059,11999
1000,0.002231,11999
10000,0.197177,119999
1000,0.002170,11999
1000,0.002915,11999
1000,0.002203,11999
1000,0.002124,11999
1000,0.002994,11999
1000,0.003143,11999
1000,0.002090,11999
1000,0.002343,11999
1000,0.002421,11999
1000,0.002254,11999
1000,0.002328,11999
1000,0.002634,11999
1000,0.002254,11999
1000,0.002342,11999
1000,0.002149,11999
1000,0.002114,11999
1000,0.002137,11999
1000,0.002085,11999
1000,0.002254,11999
10000,0.200011,119999
1000,0.002258,11999
1000,0.002213,11999
1000,0.002245,11999
1000,0.002231,11999
1000,0.002193,11999
1000,0.002215,11999
1000,0.002184,11999
1000,0.002092,11999
1000,0.002194,11999
1000,0.002183,11999
1000,0.002227,11999
1000,0.002618,11999
1000,0.002159,11999
1000,0.002347,11999
1000,0.002316,11999
1000,0.002289,11999
100,0.000033,1199
100,0.000027,1199
100,0.000053,1199
100,0.000034,1199
100,0.000027,1199
100,0.000027,1199
100,0.000028,1199
100,0.000034,1199
100,0.000027,1199
100,0.000039,1199
100,0.000027,1199
100,0.000026,1199
100,0.000054,1199
100,0.000028,1199
100,0.000027,1199
100,0.000025,1199
100,0.000034,1199
100,0.000034,1199
100,0.000027,1199
100,0.000028,1199
100,0.000027,1199
100,0.000027,1199
100,0.000033,1199
100,0.000028,1199
100,0.000025,1199
100,0.000036,1199
100,0.000025,1199
100,0.000025,1199
100,0.000025,1199
100,0.000027,1199
100,0.000025,1199
100,0.000027,1199
100,0.000033,1199
100,0.000065,1199
100,0.000029,1199
100,0.000027,1199
100,0.000025,1199
100,0.000035,1199
100,0.000036,1199
100,0.000027,1199
100,0.000033,1199
100,0.000034,1199
100,0.000028,1199
100,0.000027,1199
100,0.000027,1199
100,0.000027,1199
100,0.000030,1199
100,0.000027,1199
100,0.000027,1199
100,0.000030,1199
100,0.000029,1199
100,0.000027,1199
100,0.000027,1199
100,0.000078,1199
100,0.000027,1199
100,0.000025,1199
100,0.000036,1199
100,0.000057,1199
100,0.000025,1199
10,0.000003,119
10,0.000003,119
10,0.000004,119
10,0.000004,119
10,0.000003,119
10,0.000002,119
10,0.000003,119
10,0.000002,119
10,0.000003,119
10,0.000004,119
10,0.000003,119
10,0.000002,119
10,0.000003,119
10,0.000003,119
10,0.000002,119
10,0.000003,119
10,0.000004,119
10,0.000003,119
10,0.000004,119
10,0.000002,119
10,0.000003,119
10,0.000003,119
10,0.000003,119
10,0.000004,119
10,0.000002,119
10,0.000003,119
10,0.000003,119
10,0.000002,119
10,0.000003,119
10,0.000002,119
10,0.000003,119
10,0.000003,119
10,0.000003,119
10,0.000003,119
10,0.000004,119
10,0.000002,119
10,0.000004,119
10,0.000002,119
10,0.000003,119
10,0.000004,119
10,0.000002,119
10,0.000002,119
100,0.000027,1199
100,0.000042,1199
100,0.000025,1199
100,0.000027,1199
100,0.000027,1199
100,0.000027,1199
100,0.000025,1199
100,0.000036,1199
100,0.000027,1199
100,0.000025,1199
100,0.000027,1199
100,0.000029,1199
1000,0.002107,11999
1000,0.002403,11999
1000,0.002298,11999
1000,0.002392,11999
1000,0.002293,11999
1000,0.002030,11999
10000,0.194497,119999
10000,0.203439,119999
10000,0.192246,119999
10000,0.200759,119999
10000,0.194009,119999
10000,0.214653,119999
10000,0.195951,119999
10000,0.202160,119999
10000,0.199016,119999
10000,0.189928,119999
10000,0.186142,119999
10000,0.185691,119999
10000,0.183181,119999
10000,0.194354,119999
10000,0.192758,119999
10000,0.195670,119999
10000,0.201757,119999
100000,18.107700,1199999
100000,18.045168,1199999
100000,18.162540,1199999
100000,18.250158,1199999
111110,22.567116,1333319
111110,22.207889,1333319
