1045012,0.071737,0.005042,0.009099,16720192.
1028380,0.083276,0.004425,0.007731,16454080.
1145334,0.080378,0.007706,0.011133,18325344.
1147774,0.083869,0.000004,0.006083,18364384.
1157976,0.065111,0.000001,0.010258,18527616.
1023294,0.079884,0.005771,0.008618,16372704.
1023294,0.067005,0.003938,0.016126,16372704.
1171835,0.079528,0.007416,0.013175,18749360.
1091595,0.089539,0.000005,0.007630,17465520.
1091595,0.073362,0.005296,0.014118,17465520.
1084753,0.084429,0.005691,0.008830,17356048.
1127213,0.106947,0.006542,0.013105,18035408.
1127213,0.071880,0.000002,0.008046,18035408.
1023448,0.069783,0.000005,0.009480,16375168.
1109450,0.083888,0.005452,0.008957,17751200.
1030099,0.085589,0.000005,0.007782,16481584.
1182405,0.094878,0.000006,0.010017,18918480.
1185401,0.082569,0.000005,0.008614,18966416.
1185401,0.081811,0.000005,0.009010,18966416.
1175769,0.074654,0.000002,0.004693,18812304.
1051905,0.063263,0.000002,0.004350,16830480.
1066255,0.086288,0.000003,0.006161,17060080.
1184497,0.073183,0.000006,0.009855,18951952.
1027499,0.071819,0.007037,0.015900,16439984.
1027499,0.086453,0.000005,0.007029,16439984.
1085762,0.084850,0.000005,0.007195,17372192.
1077769,0.077124,0.000002,0.008644,17244304.
1125783,0.096843,0.009815,0.017730,18012528.
1150435,0.087499,0.000002,0.005178,18406960.
1150435,0.085096,0.000002,0.007651,18406960.
1180490,0.076643,0.009811,0.018503,18887840.
1025297,0.076153,0.007893,0.015249,16404752.
1025297,0.077542,0.006360,0.011329,16404752.
1038540,0.077102,0.000003,0.006859,16616640.
1073361,0.100824,0.009620,0.012898,17173776.
1073361,0.061725,0.000002,0.005902,17173776.
1087362,0.072593,0.000002,0.004476,17397792.
1027929,0.070022,0.000004,0.006146,16446864.
1031126,0.087442,0.004552,0.007733,16498016.
1079050,0.091788,0.009076,0.016717,17264800.
1141590,0.083813,0.000003,0.006882,18265440.
1196583,0.086618,0.000003,0.005513,19145328.
1018090,0.070054,0.005805,0.008748,16289440.
1090311,0.080168,0.000002,0.005465,17444976.
1090311,0.076876,0.000006,0.008760,17444976.
1109096,0.073582,0.009304,0.016152,17745536.
1063593,0.066107,0.005153,0.008166,17017488.
1084299,0.095897,0.000004,0.007192,17348784.
1114222,0.069235,0.000005,0.006466,17827552.
1114222,0.080854,0.000005,0.008619,17827552.
1198080,0.063745,0.004593,0.012993,19169280.
1198080,0.102078,0.010328,0.016608,19169280.
1187937,0.098927,0.000003,0.008666,19006992.
1166996,0.076704,0.000002,0.004491,18671936.
1166996,0.085444,0.000006,0.008243,18671936.
1142662,0.083606,0.000005,0.007686,18282592.
1010569,0.071334,0.000007,0.007584,16169104.
1111650,0.076183,0.009416,0.016677,17786400.
1111650,0.088231,0.008042,0.017657,17786400.
1183398,0.089005,0.000005,0.010070,18934368.
1187779,0.079566,0.000003,0.006851,19004464.
1187779,0.081700,0.005164,0.010865,19004464.
1183590,0.080842,0.008848,0.018283,18937440.
1038758,0.081085,0.008806,0.016588,16620128.
1182824,0.087405,0.000004,0.007934,18925184.
1182824,0.054475,0.000003,0.007416,18925184.
1197714,0.095370,0.000005,0.007277,19163424.
1058659,0.085325,0.000005,0.007054,16938544.
1068302,0.084400,0.000002,0.004677,17092832.
1002593,0.087510,0.000002,0.006604,16041488.
1002593,0.067853,0.000004,0.005026,16041488.
1093123,0.078447,0.007066,0.011615,17489968.
1133073,0.085833,0.000002,0.006256,18129168.
1154487,0.097292,0.000005,0.008606,18471792.
1144124,0.090403,0.008912,0.012229,18305984.
1189557,0.074328,0.000003,0.007484,19032912.
1187386,0.082275,0.000002,0.004671,18998176.
1187386,0.082432,0.000004,0.008390,18998176.
1044115,0.080658,0.008106,0.014790,16705840.
1045260,0.070903,0.006446,0.016822,16724160.
1140801,0.094279,0.008410,0.016479,18252816.
1140801,0.090782,0.009568,0.013490,18252816.
1001667,0.068539,0.009567,0.011170,16026672.
1122246,0.088563,0.006992,0.009411,17955936.
1041937,0.084246,0.000002,0.004811,16670992.
1041937,0.073909,0.000004,0.006297,16670992.
1115036,0.084524,0.000002,0.004497,17840576.
1032515,0.079603,0.008282,0.014952,16520240.
1002236,0.068521,0.009197,0.016528,16035776.
1002236,0.070048,0.009486,0.014765,16035776.
1119642,0.086390,0.003844,0.014570,17914272.
1014760,0.074556,0.000005,0.009279,16236160.
1014760,0.082061,0.000003,0.004373,16236160.
1184803,0.073949,0.004475,0.013493,18956848.
1063150,0.083076,0.009043,0.015965,17010400.
1063150,0.089784,0.009135,0.013571,17010400.
1006124,0.054608,0.003752,0.016066,16097984.
1006124,0.068657,0.004688,0.011134,16097984.
1044106,0.077816,0.003951,0.008238,16705696.
1103936,0.070051,0.012602,0.011941,17662976.
